Block Global Order: 698
Points:
(0.0625259, 0.000428194)
(0.0524507, 0.00592686)
(0.0505842, 0.0163993)
(0.062752, 0.022161)
(0.0518664, 0.0173683)
(0.0554745, 0.0132464)
(0.0691308, 0.015174)
(0.0561892, 0.0216772)
(0.0668946, 0.00983023)
(0.0518197, 0.0145429)
(0.0525373, 0.0211994)
(0.0508247, 0.0242355)
(0.0724228, 0.0194308)
(0.0607629, 0.000739206)
(0.0601459, 0.0212625)
(0.0648365, 0.0070212)
(0.0672152, 0.0212302)
(0.0510468, 0.016224)
(0.071224, 0.00251221)
(0.0558918, 0.0165295)
(0.0637824, 0.00102756)
(0.0722892, 0.00333881)
(0.0701385, 0.00207006)
(0.0515542, 0.010687)
(0.0531224, 0.0169767)
(0.0551465, 0.000107632)
(0.0629627, 0.0132927)
(0.0520605, 0.0208729)
(0.054635, 0.0212193)
(0.0521302, 0.00423228)
(0.0627396, 0.0226369)
(0.0514271, 0.00169583)
(0.0624172, 0.00151229)
(0.0622345, 0.0242305)
(0.0730516, 0.00990737)
(0.0675831, 0.0138545)
(0.0712347, 0.00963259)
(0.0612792, 0.00972279)
(0.0678483, 0.00883581)
(0.0700838, 0.0116019)
(0.0539513, 0.00320314)
(0.0598938, 0.0191348)
(0.0692582, 0.0243405)
(0.0663324, 0.0172223)
(0.0711925, 0.00635394)
(0.0749086, 0.0109245)
(0.0688796, 0.014115)
(0.0543259, 0.0125852)
(0.0716707, 0.0196838)
(0.0579822, 0.0168049)
(0.0516488, 0.0221365)
(0.0531346, 0.00230256)
(0.0631444, 0.00926303)
(0.0553613, 0.0210582)
(0.0565159, 0.00046249)
(0.0608918, 0.00882992)
(0.0565387, 0.000372517)
(0.0548781, 0.00313928)
(0.0529438, 0.0139096)
(0.0545005, 0.00659592)
(0.0501207, 0.00938581)
(0.0673958, 0.0211323)
(0.0614249, 0.02)
(0.0740507, 0.024504)
(0.0523777, 0.023706)
(0.0618247, 0.0219173)
(0.0562183, 0.0200335)
(0.0583348, 0.00483577)
(0.0666027, 0.00860395)
(0.0745442, 0.015373)
(0.0567208, 0.0148205)
(0.0516746, 0.00594427)
(0.0588413, 0.00940925)
(0.0742573, 0.0156049)
(0.0592469, 0.0162117)
(0.0680481, 0.0215302)
(0.0624352, 0.0138254)
(0.0730682, 0.0191248)
(0.0654209, 0.00163814)
(0.0510294, 0.0155896)
(0.0613353, 0.00423501)
(0.0744736, 0.00731705)
(0.0730253, 0.0159145)
(0.0570347, 0.00454511)
(0.0510841, 0.00740263)
(0.0711341, 0.00583516)
(0.0626833, 0.0131768)
(0.0508144, 0.0218749)
(0.0547508, 0.0076738)
(0.0515282, 0.0173889)
(0.059405, 0.0238236)
(0.0568251, 0.0104308)
(0.0690779, 0.00499378)
(0.0583131, 0.0164245)
(0.0561956, 0.014644)
(0.0523958, 0.00472373)
(0.0512212, 0.0244128)
(0.0523845, 0.0189701)
(0.0529403, 0.0139921)
(0.0522582, 0.0114299)
(0.0563369, 0.0206696)
(0.0605484, 0.00380509)
Block Center: (0.0620995, 0.0124517)
Nearest Neighbors:
(0.0753826, 0.0267034)
(0.0769787, 0.0256482)
(0.0760115, 0.0272415)
(0.0780056, 0.0262597)
(0.0771724, 0.0276508)
(0.0767933, 0.0281512)
(0.0788123, 0.0263126)
(0.076849, 0.0298373)
(0.0761302, 0.0312268)
(0.0811352, 0.0264295)
(0.0765277, 0.031255)
(0.0773269, 0.0306785)
(0.0750675, 0.0325391)
(0.0768891, 0.0317332)
(0.0755776, 0.032961)
(0.0804177, 0.0290862)
(0.0768126, 0.0323969)
(0.0818042, 0.0278134)
(0.0816962, 0.0297161)
(0.0778359, 0.0333032)
(0.0832726, 0.0277929)
(0.0757451, 0.0348105)
(0.0798807, 0.0318258)
(0.0791679, 0.0326422)
(0.0846207, 0.0270991)
(0.078877, 0.0334801)
(0.0761057, 0.0355346)
(0.078519, 0.0348374)
(0.0802958, 0.0334395)
(0.0757837, 0.0371474)
(0.0827038, 0.0319867)
(0.085881, 0.0281148)
(0.083397, 0.0316738)
(0.0812151, 0.0338756)
(0.086811, 0.0270979)
(0.075446, 0.0379515)
(0.0827792, 0.0324706)
(0.0773488, 0.0371799)
(0.0789907, 0.0361138)
(0.0793692, 0.0359741)
(0.0855034, 0.0300203)
(0.0881695, 0.0263786)
(0.0812464, 0.0350329)
(0.0804304, 0.035798)
(0.0860603, 0.0300445)
(0.0860637, 0.0300517)
(0.0812434, 0.0359337)
(0.0862981, 0.0313989)
(0.0846061, 0.0337392)
(0.0858628, 0.0324059)
(0.0874602, 0.0304355)
(0.0815145, 0.0369058)
(0.0838508, 0.0348965)
(0.0884281, 0.0294625)
(0.081724, 0.0370334)
(0.0903352, 0.0269082)
(0.089881, 0.0281409)
(0.0853313, 0.0344433)
(0.0816955, 0.0377455)
(0.086691, 0.03295)
(0.091555, 0.0253976)
(0.079202, 0.0398436)
(0.0881361, 0.0317845)
(0.0833089, 0.037179)
(0.0923382, 0.0252005)
(0.0816732, 0.038912)
(0.089072, 0.031345)
(0.086389, 0.0350559)
(0.0765768, 0.0423239)
(0.0903271, 0.0302195)
(0.0775515, 0.0421932)
(0.0923949, 0.0270452)
(0.0855232, 0.0365919)
(0.0911269, 0.0295431)
(0.0831578, 0.0390094)
(0.0750272, 0.0438689)
(0.0820655, 0.0400171)
(0.0777928, 0.0427415)
(0.0893719, 0.0329738)
(0.0783442, 0.0426839)
(0.0921805, 0.0295498)
(0.0778475, 0.0432887)
(0.0892863, 0.0340552)
(0.08122, 0.0416591)
(0.0942356, 0.0262362)
(0.0780232, 0.0436814)
(0.0822369, 0.0411476)
(0.0767881, 0.044432)
(0.082688, 0.041219)
(0.090408, 0.0338286)
(0.0951737, 0.0255808)
(0.0768124, 0.0448818)
(0.0873908, 0.0375805)
(0.0828189, 0.0415179)
(0.0934413, 0.0296841)
(0.0838276, 0.0410508)
(0.0882395, 0.037301)
(0.0754807, 0.0459818)
(0.08827, 0.0375919)
(0.0958569, 0.0260289)
(0.0959113, 0.0261491)
(0.0820831, 0.0429725)
(0.0872987, 0.0388395)
(0.0858187, 0.0402116)
(0.0912002, 0.034628)
(0.0878115, 0.0385389)
(0.0891111, 0.037198)
(0.0797985, 0.0445575)
(0.0866086, 0.0399066)
(0.0811728, 0.0440245)
(0.0891027, 0.0379483)
(0.0249278, 0.0109554)
(0.0828044, 0.0433748)
(0.0249619, 0.00981513)
(0.0865701, 0.0405946)
(0.0775766, 0.0464394)
(0.0857891, 0.0413795)
(0.0891911, 0.0382651)
(0.0942015, 0.0318429)
(0.024538, 0.0128827)

Block Global Order: 1490
Points:
(0.0933659, 0.0135584)
(0.0964953, 0.00227268)
(0.0998714, 0.0194337)
(0.0797364, 0.0175909)
(0.0955074, 0.00810804)
(0.0903886, 0.00689455)
(0.0954207, 0.0248375)
(0.0789634, 0.0182011)
(0.0959364, 0.00552102)
(0.0836576, 0.0242747)
(0.0756376, 0.00794026)
(0.0950197, 0.0127268)
(0.0931477, 0.00118703)
(0.0794243, 0.0179323)
(0.0779598, 0.0134767)
(0.0970828, 0.0202096)
(0.0845981, 0.00230101)
(0.0857681, 0.0240907)
(0.0956059, 0.0206034)
(0.0788834, 0.00301849)
(0.0870813, 0.0057445)
(0.0971147, 0.0104746)
(0.0944582, 0.0205839)
(0.0861862, 0.0226731)
(0.0853488, 0.00593548)
(0.0768359, 0.00218412)
(0.0789988, 0.00281926)
(0.0998073, 0.00799341)
(0.0770163, 0.0222102)
(0.0842681, 0.00574604)
(0.098266, 0.00196204)
(0.0828503, 0.0183959)
(0.0876512, 0.00709536)
(0.0964585, 0.00713272)
(0.0808563, 0.0141892)
(0.0802906, 0.0110071)
(0.0788333, 0.00834486)
(0.0860623, 0.0213551)
(0.0875754, 0.00662585)
(0.0910528, 0.000185034)
(0.0929696, 0.0126453)
(0.0981875, 0.0113198)
(0.0846696, 0.023939)
(0.0808057, 0.00962929)
(0.0939683, 0.0164706)
(0.0841254, 0.00992346)
(0.0974114, 0.0238691)
(0.0854871, 0.0137471)
(0.0844885, 0.0150383)
(0.0759181, 0.0117201)
(0.0900419, 0.0107058)
(0.0944052, 0.000225777)
(0.0870227, 0.0236915)
(0.0984146, 0.0176556)
(0.0978753, 0.0202963)
(0.0803619, 0.00873566)
(0.0966784, 0.0109937)
(0.0788741, 0.0108951)
(0.09165, 0.00852047)
(0.086491, 0.0173549)
(0.0780867, 0.0211459)
(0.0843268, 0.0175508)
(0.0832412, 0.00230706)
(0.0875608, 0.0238409)
(0.0754881, 0.0157589)
(0.0750589, 0.0130658)
(0.0778898, 0.0248634)
(0.0763738, 0.0209403)
(0.0809201, 0.00557741)
(0.0858981, 0.0207808)
(0.0995926, 0.0147592)
(0.0988819, 0.00705293)
(0.0871537, 0.00391316)
(0.075819, 0.0130297)
(0.0970118, 0.00927602)
(0.0971549, 0.0241133)
(0.0994604, 0.0189779)
(0.0983464, 0.00876999)
(0.0954001, 0.0147965)
(0.0935973, 0.00958205)
(0.0911757, 0.00431484)
(0.0924855, 0.018528)
(0.0958341, 0.00333555)
(0.0966104, 0.00689526)
(0.0886946, 0.019708)
(0.0931891, 0.0230366)
(0.0995773, 0.0156294)
(0.0907822, 0.00349815)
(0.0903586, 0.0189463)
(0.0790512, 0.0241531)
(0.0920838, 0.00726224)
(0.0844981, 0.00204555)
(0.0964309, 0.0151772)
(0.099272, 0.0118731)
(0.0953263, 0.0234924)
(0.096013, 0.00156714)
(0.0850895, 0.00602744)
(0.0816516, 0.00160877)
(0.0883071, 0.0110549)
(0.0787085, 0.0214011)
(0.0966498, 0.0189483)
(0.085062, 0.0117158)
(0.0773853, 0.0247838)
(0.0783491, 0.00350382)
(0.0828121, 0.0174124)
(0.0962405, 0.020427)
(0.0903802, 0.00840496)
(0.081031, 0.0136381)
(0.0782592, 0.0235528)
(0.0932174, 0.016913)
(0.0758463, 0.00113156)
(0.086199, 0.0161457)
(0.0867046, 0.0202407)
(0.087444, 0.00450677)
(0.0927113, 0.0119687)
(0.0782422, 0.021062)
(0.0770134, 0.01192)
(0.0962884, 0.0147089)
(0.0791671, 0.0203016)
(0.0929354, 0.0203315)
(0.0807477, 0.0237339)
(0.0937348, 0.022841)
(0.090543, 0.0173099)
(0.0790949, 0.00292739)
(0.0844693, 0.00690198)
(0.0870379, 0.024762)
(0.088339, 0.0176082)
(0.0962748, 0.0184622)
(0.0934917, 0.004884)
(0.0988569, 0.0138598)
(0.099838, 0.0103529)
(0.0989855, 0.013433)
(0.0882, 0.0201847)
(0.095491, 0.0161081)
(0.0871055, 0.00409167)
(0.0975829, 0.00497504)
(0.0813292, 0.00890101)
(0.0940547, 0.0132308)
(0.0816163, 0.011089)
(0.0986432, 0.0132736)
(0.0831413, 0.00335904)
(0.0759192, 0.0133852)
(0.0941234, 0.0208993)
(0.0836762, 0.00578812)
(0.0807697, 0.0199062)
(0.0927946, 0.0124407)
(0.0971447, 0.00922817)
(0.0848595, 0.00631149)
(0.0819037, 0.0177911)
(0.0980236, 0.010501)
(0.0857017, 0.00176725)
(0.0885627, 0.0036033)
(0.0809866, 0.00808696)
(0.094397, 0.00290798)
(0.0898722, 0.0137163)
(0.0968116, 0.0221683)
(0.0826188, 0.00320059)
(0.0760968, 0.00649125)
(0.0963958, 0.00866762)
(0.0987055, 0.001746)
(0.0905608, 0.00532358)
(0.0803392, 0.00434731)
(0.0848188, 0.0131144)
(0.0803207, 0.0042202)
(0.0875951, 0.00611237)
(0.0832591, 0.00977443)
(0.0878298, 0.0212872)
(0.0887378, 0.0156838)
(0.082294, 0.0125971)
(0.0946245, 0.0156224)
(0.0781692, 0.00508919)
(0.0958795, 0.0113343)
(0.093026, 0.00744542)
(0.0754249, 0.00314454)
(0.077724, 0.000466942)
(0.0767983, 0.00603118)
(0.0821693, 0.0248229)
(0.0993753, 0.00943056)
(0.0977201, 0.00564218)
(0.0751224, 0.0140386)
(0.0995307, 0.00243814)
(0.0814727, 0.00185975)
(0.0835136, 0.0122494)
(0.090606, 0.0245672)
(0.0783372, 0.0203674)
(0.0965466, 0.01916)
(0.0787033, 0.00912333)
(0.0808768, 0.00786767)
(0.0942354, 0.0146382)
(0.0904211, 0.0055208)
(0.0871919, 0.0054732)
(0.0930779, 0.00419219)
(0.0926107, 0.0216123)
(0.083388, 0.0194266)
(0.081075, 0.0133303)
(0.0807306, 0.0173885)
(0.0978274, 0.0222597)
(0.0757823, 0.015313)
(0.0898129, 0.00504749)
(0.0992221, 0.0149643)
(0.089117, 0.000215787)
(0.081011, 0.0222617)
(0.0846734, 0.023239)
(0.0916206, 0.0139567)
(0.095814, 0.0106563)
(0.0930756, 0.00545418)
(0.0956382, 0.020028)
(0.0810664, 0.00511706)
(0.0814995, 0.0168614)
(0.0880836, 0.0229839)
(0.0812261, 0.0107894)
(0.09135, 0.0121422)
(0.0931903, 6.97779e-05)
(0.096506, 0.0243427)
(0.0917369, 0.000316576)
(0.0815668, 0.00203465)
(0.0955091, 0.0151085)
(0.0942901, 0.00382932)
(0.0752332, 0.00203301)
(0.0937283, 0.0141964)
(0.0915527, 0.00305169)
(0.0808255, 0.0116365)
(0.0833533, 0.00858427)
(0.0905311, 0.0160784)
(0.0973915, 0.0210009)
(0.079659, 0.0225323)
(0.0882673, 0.0174272)
(0.0977509, 0.00394804)
(0.0836063, 0.0114859)
(0.0836855, 0.00317898)
(0.0869312, 0.00287322)
(0.0767814, 0.0215165)
(0.0857252, 0.0226323)
(0.0803396, 0.00812972)
(0.0889325, 0.0137602)
(0.0827854, 0.0204771)
(0.0901432, 0.0134474)
(0.0873245, 0.0159957)
(0.0912477, 0.0202849)
(0.0795618, 0.00306524)
(0.0896251, 0.00203953)
(0.0929201, 0.00814234)
(0.0978044, 0.0210054)
(0.0953366, 0.00616752)
(0.0946025, 0.00864332)
(0.0994204, 0.0192958)
(0.0998164, 0.010212)
(0.0786965, 0.0129138)
(0.0960376, 0.012187)
(0.0864469, 0.00974857)
(0.0951587, 0.0198564)
(0.082203, 0.0157741)
(0.0887715, 0.024845)
(0.0893362, 0.0099416)
Block Center: (0.0881766, 0.0124261)
Nearest Neighbors:
(0.10018, 0.0116954)
(0.100232, 0.0123966)
(0.100086, 0.00876009)
(0.100729, 0.013454)
(0.100609, 0.0103962)
(0.100235, 0.0161815)
(0.100425, 0.00895341)
(0.101006, 0.0123128)
(0.101118, 0.011989)
(0.100851, 0.00898954)
(0.101267, 0.0112395)
(0.0749086, 0.0109245)
(0.10143, 0.0142209)
(0.091555, 0.0253976)
(0.0923382, 0.0252005)
(0.100376, 0.00668814)
(0.10163, 0.0100433)
(0.101294, 0.00837818)
(0.0747087, 0.0159603)
(0.0745442, 0.015373)
(0.0881695, 0.0263786)
(0.102297, 0.0132783)
(0.101496, 0.0172116)
(0.10181, 0.0166529)
(0.0742573, 0.0156049)
(0.0741161, 0.00935341)
(0.101622, 0.00723653)
(0.074748, 0.017702)
(0.0738566, 0.0101382)
(0.0744736, 0.00731705)
(0.100325, 0.00425481)
(0.0903352, 0.0269082)
(0.086811, 0.0270979)
(0.0742572, 0.0176676)
(0.100308, 0.0210508)
(0.0951737, 0.0255808)
(0.073349, 0.0147067)
(0.0942356, 0.0262362)
(0.0846207, 0.0270991)
(0.102048, 0.0184091)
(0.0923949, 0.0270452)
(0.0730006, 0.0139537)
(0.100521, 0.0214754)
(0.100439, 0.00325762)
(0.073268, 0.00888863)
(0.0730516, 0.00990737)
(0.0730253, 0.0159145)
(0.0748307, 0.00442144)
(0.0958569, 0.0260289)
(0.0811352, 0.0264295)
(0.0959113, 0.0261491)
(0.089881, 0.0281409)
(0.0724652, 0.0143782)
(0.085881, 0.0281148)
(0.0832726, 0.0277929)
(0.100068, 0.0233596)
(0.102093, 0.0209321)
(0.103349, 0.00621918)
(0.103946, 0.0171738)
(0.0730682, 0.0191248)
(0.103513, 0.0186619)
(0.0742116, 0.00353436)
(0.0727676, 0.00636773)
(0.102413, 0.0210363)
(0.0818042, 0.0278134)
(0.100611, 0.0235548)
(0.104864, 0.0117601)
(0.103908, 0.0180682)
(0.0716362, 0.0149151)
(0.0788123, 0.0263126)
(0.0714102, 0.0125575)
(0.10089, 0.00110148)
(0.0734717, 0.0038397)
(0.0884281, 0.0294625)
(0.100822, 0.000895456)
(0.104135, 0.0186911)
(0.105305, 0.0116383)
(0.0780056, 0.0262597)
(0.0712347, 0.00963259)
(0.105344, 0.0114224)
(0.105305, 0.0106149)
(0.0724228, 0.0194308)
(0.104643, 0.0176827)
(0.102522, 0.0220919)
(0.0769787, 0.0256482)
(0.0911269, 0.0295431)
(0.0738238, 0.0222729)
(0.102037, 0.00175033)
(0.104676, 0.018326)
(0.0921805, 0.0295498)
(0.0715914, 0.0184555)
(0.0705743, 0.0141203)
(0.0722234, 0.0200799)
(0.0860603, 0.0300445)
(0.0860637, 0.0300517)
(0.0742655, 0.0234734)
(0.0855034, 0.0300203)
(0.10214, 0.0234752)
(0.104342, 0.0199072)
(0.0715021, 0.00610586)
(0.106023, 0.0120357)
(0.102249, 0.0235216)
(0.0903271, 0.0302195)
(0.104323, 0.00464455)
(0.105515, 0.0169768)
(0.100344, 0.0256125)
(0.0729108, 0.0218611)
(0.0874602, 0.0304355)
(0.0716707, 0.0196838)
(0.0711925, 0.00635394)
(0.0934413, 0.0296841)
(0.0737643, 0.0233301)
(0.105625, 0.0172036)
(0.0700838, 0.0116019)
(0.0711341, 0.00583516)
(0.0973618, 0.0282398)
(0.0722892, 0.00333881)
(0.0804177, 0.0290862)
(0.105207, 0.00546054)
(0.0966448, 0.0287882)

Block Global Order: 1206
Points:
(0.0559791, 0.0256669)
(0.0737159, 0.0438174)
(0.0604668, 0.042576)
(0.0587572, 0.0282257)
(0.0527611, 0.0275362)
(0.068027, 0.0426954)
(0.0689426, 0.0331391)
(0.0669116, 0.0451903)
(0.0749629, 0.0291961)
(0.0748553, 0.0478662)
(0.0559576, 0.0349196)
(0.0668541, 0.0365616)
(0.0576426, 0.0312613)
(0.063718, 0.0364041)
(0.0611327, 0.02604)
(0.0586597, 0.0259284)
(0.0660405, 0.0366922)
(0.0689937, 0.03956)
(0.0707264, 0.0402798)
(0.05042, 0.0254861)
(0.0580035, 0.0387195)
(0.0515004, 0.0457761)
(0.0564104, 0.0342153)
(0.064712, 0.043758)
(0.0652793, 0.0303898)
(0.0589894, 0.0252277)
(0.0596226, 0.0321627)
(0.0742316, 0.0291671)
(0.0728999, 0.0283068)
(0.0747549, 0.0261159)
(0.0565378, 0.0290548)
(0.0525674, 0.0416617)
(0.0652951, 0.0389715)
(0.060028, 0.0381709)
(0.0674528, 0.0449936)
(0.0741845, 0.0469964)
(0.0616372, 0.0367795)
(0.0709897, 0.0430354)
(0.0539995, 0.038032)
(0.0628482, 0.0317079)
(0.0575516, 0.0401218)
(0.0694276, 0.0440428)
(0.0625074, 0.049915)
(0.0595201, 0.0339376)
(0.0623644, 0.0401141)
(0.0730112, 0.0403692)
(0.0572858, 0.0354444)
(0.0597384, 0.0411228)
(0.0708569, 0.0335654)
(0.0680557, 0.046857)
(0.0711657, 0.0385101)
(0.0506271, 0.0431898)
(0.0744307, 0.0350864)
(0.0662736, 0.0489143)
(0.0653012, 0.0252496)
(0.061593, 0.0285935)
(0.072069, 0.0476726)
(0.051836, 0.0251541)
(0.0520517, 0.0380902)
(0.0506047, 0.0333146)
(0.0543674, 0.0262043)
(0.0638668, 0.0437603)
(0.0736535, 0.0313192)
(0.0724769, 0.0379755)
(0.0652793, 0.0476667)
(0.0598859, 0.0294935)
(0.0730098, 0.0477983)
(0.070112, 0.0418082)
(0.067581, 0.0315503)
(0.0732266, 0.0458405)
(0.0533588, 0.0478302)
(0.0613993, 0.0352194)
(0.068271, 0.0354469)
(0.0594603, 0.0393558)
(0.0544503, 0.0250488)
(0.0515219, 0.0331123)
(0.0703408, 0.0310354)
(0.0632484, 0.035695)
(0.0727433, 0.0428344)
(0.0724072, 0.0359231)
(0.0557059, 0.0412418)
(0.0665655, 0.0390454)
(0.0588245, 0.0259778)
(0.0690363, 0.0488397)
(0.0713896, 0.0482321)
(0.0692138, 0.0264857)
(0.0503166, 0.0494281)
(0.0569341, 0.0450191)
(0.0730404, 0.0332346)
(0.0687323, 0.0385271)
(0.0571411, 0.0477999)
(0.0684396, 0.0424737)
(0.0561786, 0.0345637)
(0.0744512, 0.0364625)
(0.0583539, 0.040083)
(0.0503404, 0.0423033)
(0.0643913, 0.0319008)
(0.0520467, 0.0375979)
(0.0504895, 0.0460403)
(0.0741994, 0.0468898)
(0.0720787, 0.0359481)
(0.0705782, 0.0488875)
(0.0568138, 0.0286565)
(0.0604583, 0.0377419)
(0.0566576, 0.0447305)
(0.0690764, 0.0337009)
(0.0698004, 0.0499232)
(0.0702363, 0.0285449)
(0.0546531, 0.0479097)
(0.0592075, 0.0388162)
(0.0577944, 0.0387734)
(0.0620125, 0.032943)
(0.0704977, 0.0339673)
(0.057536, 0.0464152)
(0.0574672, 0.0347845)
(0.0522345, 0.0317132)
(0.0599932, 0.0328901)
(0.0662417, 0.0490705)
(0.0676721, 0.0382217)
(0.0673789, 0.0309326)
(0.0637394, 0.0376136)
(0.062234, 0.0337655)
(0.0525331, 0.0488302)
(0.0516203, 0.0469266)
(0.0558887, 0.0303325)
(0.0520076, 0.0417907)
(0.0642109, 0.0398078)
(0.0590292, 0.0365433)
(0.063609, 0.0328833)
(0.050092, 0.0414895)
(0.0538006, 0.0491139)
(0.0602414, 0.0302847)
(0.0718056, 0.0462031)
(0.0609235, 0.0253858)
(0.0604642, 0.0401589)
(0.0736814, 0.0354093)
(0.0597589, 0.048569)
(0.0559079, 0.0387046)
(0.0598071, 0.0426552)
(0.0623677, 0.045003)
(0.0698723, 0.0346812)
(0.0521489, 0.0285242)
(0.064226, 0.0299989)
(0.0732428, 0.0317435)
(0.0526016, 0.03841)
(0.0713278, 0.0354384)
(0.0667722, 0.027792)
(0.0670813, 0.0427222)
(0.0711021, 0.0475778)
(0.0604999, 0.0380328)
(0.0516379, 0.0353721)
(0.0594427, 0.0258774)
(0.0629315, 0.0361396)
(0.0669519, 0.0285067)
(0.061335, 0.0496865)
(0.0526468, 0.0372657)
(0.0626803, 0.0438791)
(0.0653895, 0.0272318)
(0.0642878, 0.0489433)
(0.0645615, 0.0361188)
(0.0702245, 0.0264179)
(0.0730703, 0.0396255)
(0.0542065, 0.030689)
(0.0661265, 0.0379349)
(0.0590826, 0.033121)
(0.0547798, 0.0434808)
(0.0670281, 0.0373813)
(0.0685718, 0.0254582)
(0.0642724, 0.0299498)
(0.0554133, 0.0453637)
(0.0512978, 0.0287398)
(0.0693501, 0.0452636)
(0.0514763, 0.0257735)
(0.0644174, 0.0439194)
(0.0538588, 0.0494021)
(0.0600156, 0.0351082)
(0.0528014, 0.0487524)
(0.0604796, 0.0466011)
(0.0578674, 0.0357365)
(0.0662134, 0.0327673)
(0.05495, 0.0365968)
(0.0709113, 0.0475429)
(0.0656568, 0.0253675)
(0.0675536, 0.0453026)
(0.0522062, 0.0445808)
(0.051474, 0.0313592)
